x[ft],Altitude[ft],Velocity[ft/s],gamma,W,V_stall,CL,K,T_A,fuel_burn
2901421.2943542274,18209.916649521307,576.7840661374247,-0.06752844517544118,375000.71110036084,332.13824856219003,0.46423652789976916,0.00015603917209026306,93646.6588138782,0.001871155601586055
2902713.5881212684,18122.517170461797,575.9434375187031,-0.06752844517544118,375000.7068969268,331.6541707057096,0.46423651102221375,0.00015587901963037433,93742.39974362125,0.001869765725704999
2904005.8818883095,18035.117691402287,575.1045967927895,-0.06752844517544118,375000.7026904849,331.1711251710495,0.4642365018686975,0.00015571915795293477,93838.18725035424,0.0018683783010016912
2905298.175655351,17947.718212342777,574.2675472296085,-0.06752844517544118,375000.6984810338,330.68910905800595,0.4642364870434782,0.00015555958648873398,93934.02046874672,0.001866993322243203
2906590.469422392,17860.318733283268,573.4322798472023,-0.06752844517544118,375000.69426857244,330.2081194764852,0.46423647293868436,0.0001554003023077642,94029.89923158991,0.0018656107459168588
2907882.763189433,17772.919254223758,572.5987896645931,-0.06752844517544118,375000.69005309977,329.72815354646207,0.46423645952450254,0.00015524130340414347,94125.82314808576,0.001864230542923293
2909175.0569564747,17685.519775164248,571.7670717183768,-0.06752844517544118,375000.6858346147,329.2492083979373,0.464236446770668,0.00015508258788168996,94221.79182958754,0.0018628526855521575
2910467.3507235157,17598.12029610474,570.9371210586793,-0.06752844517544118,375000.68161311623,328.77128117089643,0.4642364346529207,0.00015492415394749356,94317.80488981599,0.001861477147402524
2911759.644490557,17510.72081704523,570.108932756881,-0.06752844517544118,375000.67738860345,328.2943690152681,0.4642364231403532,0.00015476599990702083,94413.86194439982,0.001860103903331245
2913051.9382575983,17423.32133798572,569.2825018952415,-0.06752844517544118,375000.67316107545,327.81846909088324,0.4642364122121693,0.0001546081241560404,94509.9626114571,0.001858732929348166
2914344.2320246394,17335.92185892621,568.4578235703898,-0.06752844517544118,375000.66893053136,327.34357856743327,0.46423640185193854,0.00015445052517620787,94606.10651138128,0.0018573642025665452
2915636.5257916804,17248.5223798667,567.634892904843,-0.06752844517544118,375000.6646969704,326.86969462443,0.46423639202867373,0.0001542932015322487,94702.29326615644,0.001855997701179208
2916928.819558722,17161.12290080719,566.8137050216122,-0.06752844517544118,375000.66046039166,326.39681445116383,0.46423638273820483,0.00015413615186167263,94798.52250081694,0.0018546334043145138
2918221.113325763,17073.72342174768,565.99425507847,-0.06752844517544118,375000.65622079454,325.92493524666446,0.46423637394704836,0.0001539793748779758,94894.79384143815,0.0018532712921033984
2919513.407092804,16986.32394268817,565.1765382306645,-0.06752844517544118,375000.65197817824,325.4540542196602,0.4642363656533321,0.00015382286935755528,94991.10691729528,0.0018519113454916842
2920805.700859845,16898.92446362866,564.3605496614014,-0.06752844517544118,375000.6477325421,324.98416858853756,0.46423635783676276,0.00015366663414302217,95087.46135906855,0.00185055354630524
2922097.9946268867,16811.52498456915,563.5462845714068,-0.06752844517544118,375000.6434838854,324.5152755813014,0.46423635047557255,0.00015351066813651236,95183.85679943471,0.0018491978771611438
2923390.2883939277,16724.12550550964,562.733735537937,-0.06752844517544118,375000.63923220756,324.0473724355362,0.4642363479038556,0.00015335496975741754,95280.29302928543,0.001847844312760496
2924682.582160969,16636.72602645013,561.9229056582268,-0.06752844517544118,375000.634977508,323.5804563983646,0.46423633712578116,0.00015319953962245931,95376.76922018509,0.0018464928629980148
2925974.8759280103,16549.32654739062,561.1137781283494,-0.06752844517544118,375000.6307197861,323.11452472640985,0.4642363380281421,0.00015304437432945236,95473.28572527958,0.001845143473016187
2927267.1696950514,16461.92706833111,560.306363409731,-0.06752844517544118,375000.6264590413,322.6495746857561,0.4642363254588541,0.0001528894760906928,95569.84128256995,0.001843796178143755
2928559.4634620924,16374.527589271604,559.5006441875681,-0.06752844517544118,375000.6221952731,322.1856035519092,0.4642363202416166,0.0001527348414813571,95666.43628394486,0.001842450922931102
2929851.757229134,16287.128110212096,558.6966199530694,-0.06752844517544118,375000.617928481,321.72260860975797,0.46423631541816995,0.00015258047054977962,95763.07012486324,0.0018411077077057363
2931144.050996175,16199.728631152588,557.8942860137375,-0.06752844517544118,375000.6136586645,321.260587153536,0.4642363109798113,0.00015242636252369885,95859.74245250467,0.001839766519514866
2932436.344763216,16112.32915209308,557.0936376945264,-0.06752844517544118,375000.60938582313,320.7995364867827,0.46423630691562834,0.00015227251666750875,95956.45291592926,0.001838427345921292
2933728.6385302576,16024.929673033572,556.2946703244454,-0.06752844517544118,375000.6051099564,320.33945392230567,0.46423630323473364,0.0001521189322766797,96053.20116687067,0.0018370901749248348
2935020.9322972987,15937.530193974064,555.4973792657374,-0.06752844517544118,375000.6008310639,319.8803367821423,0.46423629991752746,0.00015196560868195057,96149.98685796377,0.0018357549950368513
2936313.2260643397,15850.130714914556,554.7017598929363,-0.06752844517544118,375000.5965491452,319.42218239752174,0.46423629695043583,0.0001518125452426363,96246.80964398776,0.0018344217951819493
2937605.519831381,15762.731235855048,553.9078075903342,-0.06752844517544118,375000.59226419986,318.96498810882787,0.46423629433009156,0.00015165974134496828,96343.66918200803,0.0018330905646755597
2938897.8135984223,15675.33175679554,553.115517759133,-0.06752844517544118,375000.5879762275,318.5087512655612,0.46423629205129213,0.000151507196400879,96440.56513093012,0.0018317612932148976
2940190.1073654634,15587.932277736032,552.3248858180048,-0.06752844517544118,375000.58368522784,318.0534692263019,0.46423629010593703,0.0001513549098472991,96537.4971514498,0.001830433970870636
2941482.4011325045,15500.532798676524,551.5359187129592,-0.06752844517544118,375000.5793912004,317.59913935867246,0.4642362691068314,0.00015120288351037483,96634.46420047159,0.0018291086262343824
2942774.694899546,15413.133319617016,550.7485888543247,-0.06752844517544118,375000.57509414485,317.14575903930074,0.4642362678038214,0.000151051112135477,96731.46735305189,0.0018277851736631977
2944066.988666587,15325.733840557508,549.9629032337234,-0.06752844517544118,375000.5707940609,316.6933256537838,0.4642362668130999,0.0001508995975914463,96828.50557070131,0.0018264636424004733
